Recording_ID,Latitude,Longitude,Source,Species,Recordist,Date
27403,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/22/1972
27404,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/24/1972
27407,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/26/1972
27409,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/27/1972
27412,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/28/1972
27418,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/29/1972
27429,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/1/1972
27436,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/2/1972
27442,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/3/1972
27453,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/7/1972
27458,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/8/1972
27461,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/9/1972
27462,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/10/1972
27463,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/12/1972
27467,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/12/1972
27469,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/14/1972
27470,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/15/1972
27477,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/21/1972
27479,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/22/1972
27486,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/24/1972
27487,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/25/1972
27491,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/27/1972
27493,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/2/1973
27496,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/4/1973
27497,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/6/1973
27501,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/10/1973
27504,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/11/1973
27507,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/13/1973
27512,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/16/1973
27515,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/19/1973
27522,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/20/1973
27529,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/24/1973
27531,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/26/1973
27535,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/29/1973
27541,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/30/1973
27554,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/5/1973
27557,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/6/1973
27566,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/7/1973
27572,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/8/1973
27573,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/9/1973
27579,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/11/1973
27588,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/12/1973
27591,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/13/1973
27595,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/14/1973
27610,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/14/1973
27622,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/16/1973
27625,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/18/1973
27638,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/19/1973
27639,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/20/1973
27652,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/21/1973
27656,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/21/1973
27667,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/22/1973
27674,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/23/1973
27684,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,6/26/1973
27691,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/1/1973
27706,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/2/1973
27715,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/4/1973
27721,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/5/1973
27743,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/6/1973
27744,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/6/1973
27745,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/7/1973
27757,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/8/1973
27758,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/9/1973
27765,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/13/1973
27771,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/14/1973
27776,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/16/1973
27783,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/19/1973
27786,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/20/1973
27799,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/22/1973
27806,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/23/1973
27812,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/25/1973
27820,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/26/1973
27824,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/30/1973
27829,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/25/1974
27839,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/3/1974
27843,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/5/1974
27846,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/6/1974
27849,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/7/1974
27850,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/8/1974
27854,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/9/1974
27857,40.7709151,-73.1553978,ML,Eastern Towhee,David  Ewert,7/11/1974
27863,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/13/1974
27867,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/15/1974
27869,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/16/1974
27872,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/4/1975
27881,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/7/1975
27886,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/12/1975
27889,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/13/1975
27893,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/14/1975
27898,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/18/1975
27926,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/20/1975
27938,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/19/1975
27939,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/25/1975
27940,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,6/26/1975
27951,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/2/1975
27959,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/3/1975
27965,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/7/1975
27972,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/9/1975
27975,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,7/11/1975
27976,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,4/21/1972
27978,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,4/23/1972
27982,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,4/28/1972
27987,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,4/29/1972
27988,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,4/30/1972
27997,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/1/1972
28004,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/2/1972
28007,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/3/1972
28008,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/6/1972
28010,40.94704514,-72.67340172,ML,Eastern Towhee,David  Ewert,5/6/1972
28012,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/7/1972
28016,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/8/1972
28024,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/10/1972
28026,40.8333333,-73.3333333,ML,Eastern Towhee,David  Ewert,5/11/1972
36954,42.38899203,-76.6691157,ML,Eastern Towhee,Arnoud B. van den Berg,7/6/1986
38302,30.66269861,-91.99849904,ML,Eastern Towhee,Ted Parker,6/15/1984
41174,41.3333333,-70.75,ML,Eastern Towhee,Dolly Minis,7/28/1978
41191,41.3333333,-70.75,ML,Eastern Towhee,Dolly Minis,7/22/1979
41393,41.3333333,-70.75,ML,Eastern Towhee,Dolly Minis,6/10/1983
67722,41.96461487,-82.51855142,ML,Eastern Towhee,William W. H. Gunn,5/16/1954
67724,41.96490383,-82.52017065,ML,Eastern Towhee,William W. H. Gunn,4/28/1955
67726,41.96461487,-82.51855142,ML,Eastern Towhee,William W. H. Gunn,4/30/1955
67728,41.96387642,-82.51932865,ML,Eastern Towhee,William W. H. Gunn,5/31/1955
67729,44.57776536,-84.06525021,ML,Eastern Towhee,William W. H. Gunn,5/31/1957
67730,44.57776536,-84.06525021,ML,Eastern Towhee,William W. H. Gunn,6/7/1958
67733,26.46915144,-82.11402499,ML,Eastern Towhee,William W. H. Gunn,2/16/1966
67734,26.37668597,-81.60315906,ML,Eastern Towhee,William W. H. Gunn,2/18/1966
73881,30.25955208,-84.60235241,ML,Eastern Towhee,Geoffrey A. Keller,4/21/1992
74908,42.29824336,-72.32620379,ML,Eastern Towhee,Curtis Marantz,5/11/1994
84749,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,4/3/1997
85217,44.2,-68.2333333,ML,Eastern Towhee,Wil Hershberger,7/17/1997
85249,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,7/27/1997
85263,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,8/3/1997
85593,41.4666667,-70.5833333,ML,Eastern Towhee,Linda Macaulay,5/5/1995
93781,42.34985948,-76.69878927,ML,Eastern Towhee,Matthew D. Medler,5/20/1998
94294,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,4/28/1998
100773,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,4/20/1999
103117,42.27736,-76.66451,ML,Eastern Towhee,Matthew D. Medler,5/4/2000
105354,25.33002831,-80.89917701,ML,Eastern Towhee,Geoffrey A. Keller,5/8/1994
105449,32.59026815,-81.311612,ML,Eastern Towhee,Geoffrey A. Keller,6/3/1994
105744,30.22956971,-84.66360102,ML,Eastern Towhee,Geoffrey A. Keller,5/10/1996
107315,39.4166667,-77.2083333,ML,Eastern Towhee,Wil Hershberger,4/29/2000
107338,39.4178615,-77.2069788,ML,Eastern Towhee,Wil Hershberger,5/17/2000
107448,39.71912,-77.9386,ML,Eastern Towhee,Wil Hershberger,7/30/2000
113757,41.29594992,-70.04026729,ML,Eastern Towhee,Curtis Marantz,5/19/1995
133302,29.23775907,-82.62023657,ML,Eastern Towhee,Martha Fischer,5/12/2007
135754,40.7176667,-74.4585,ML,Eastern Towhee,Randolph Little,5/4/2003
135765,40.7176667,-74.4585,ML,Eastern Towhee,Randolph Little,5/5/2003
136264,29.0763333,-82.597,ML,Eastern Towhee,Martha Fischer,5/12/2007
138372,27.18308821,-81.35462899,ML,Eastern Towhee,Gregory Budney,4/6/1996
140087,42.6686883,-76.3385761,ML,Eastern Towhee,Matthew D. Medler,5/12/2010
146039,37.3333333,-91.475,ML,Eastern Towhee,Mark Robbins,5/25/2004
147093,36.9171667,-90.5698333,ML,Eastern Towhee,Mark Robbins,4/28/2008
148973,27.737875,-81.331858,ML,Eastern Towhee,Nicholas Sly,1/26/2010
163393,42.27732,-76.65908,ML,Eastern Towhee,Matthew D. Medler,5/23/2012
164532,41.3969176,-74.0216571,ML,Eastern Towhee,Martha Fischer,6/9/2011
164595,42.666186,-76.3318223,ML,Eastern Towhee,Jay McGowan,6/19/2011
166615,34.7501,-85.1299,ML,Eastern Towhee,Robert Bethel,5/4/2011
166623,34.75217,-85.14972,ML,Eastern Towhee,Robert Bethel,6/6/2011
173502,42.337484,-76.150446,ML,Eastern Towhee,Nathaniel H. Taylor,5/4/2012
176218,39.0726508,-86.2634254,ML,Eastern Towhee,Geoffrey A. Keller,6/30/2009
176237,39.0940373,-86.3291073,ML,Eastern Towhee,Geoffrey A. Keller,7/2/2009
187360,39.5141062,-75.1506472,ML,Eastern Towhee,Benjamin Clock,5/4/2003
191151,39.493703,-78.134819,ML,Eastern Towhee,Wil Hershberger,5/25/2012
196468,30.65562,-84.21186,ML,Eastern Towhee,Bob McGuire,3/17/2011
197007,27.5746341,-81.0228825,ML,Eastern Towhee,Bob McGuire,3/22/2011
197018,27.8752,-81.1693,ML,Eastern Towhee,Bob McGuire,3/23/2011
200973,42.3101677,-76.5216895,ML,Eastern Towhee,Brad Walker,5/10/2015
209333,39.14283,-86.21494,ML,Eastern Towhee,Julia Ferguson,5/18/2014
214907,39.04,-95.201,ML,Eastern Towhee,Mark Robbins,5/4/2014
216876,38.09967,-81.16001,ML,Eastern Towhee,Bob McGuire,5/10/2016
219563,42.324417,-76.333649,ML,Eastern Towhee,Bob McGuire,4/25/2009
219605,42.2774083,-76.6636598,ML,Eastern Towhee,Bob McGuire,5/12/2009
219620,42.57169,-76.7907515,ML,Eastern Towhee,Bob McGuire,5/15/2009
219746,40.1172357,-81.9804568,ML,Eastern Towhee,Bob McGuire,6/4/2009
220757,42.277243,-76.0061417,ML,Eastern Towhee,Bob McGuire,5/5/2009
220761,42.4182926,-76.4325285,ML,Eastern Towhee,Bob McGuire,5/6/2009
224696,42.4282953,-76.3354862,ML,Eastern Towhee,Bob McGuire,7/21/2009
225546,41.3797668,-96.9507652,ML,Eastern Towhee,Brad Walker,5/21/2017
225551,41.4069112,-97.082963,ML,Eastern Towhee,Brad Walker,5/22/2017
225565,41.1522721,-101.0786907,ML,Eastern Towhee,Brad Walker,5/28/2017
225571,40.2853032,-103.6972878,ML,Eastern Towhee,Brad Walker,5/29/2017
229532,42.347823,-76.163861,ML,Eastern Towhee,David McCartt,6/6/2009
229546,42.347823,-76.163861,ML,Eastern Towhee,David McCartt,6/10/2009
249802,39.574956,-78.054468,ML,Eastern Towhee,Wil Hershberger,5/10/2015
288415,35.78,-94.250275,ML,Eastern Towhee,Peter Boesman,4/15/1999
515824,39.953,-94.991,ML,Eastern Towhee,Mark Robbins,5/15/2015
534420,39.7205237,-77.9382348,ML,Eastern Towhee,Wil Hershberger,6/11/2017
534454,39.7198387,-77.9377413,ML,Eastern Towhee,Wil Hershberger,6/25/2017
539452,39.5751881,-78.0568421,ML,Eastern Towhee,Wil Hershberger,3/21/2018
539701,39.2424077,-77.9305857,ML,Eastern Towhee,Wil Hershberger,5/21/2018
539723,39.2424077,-77.9305857,ML,Eastern Towhee,Wil Hershberger,5/26/2018
540781,38.404,-93.806,ML,Eastern Towhee,Mark Robbins,3/26/2019
540878,36.88,-91.192,ML,Eastern Towhee,Mark Robbins,5/5/2019
22259021,42.5895834,-75.5985332,ML,Eastern Towhee,Matthew Young,5/15/2009
25283521,35.8856064,-84.1208394,ML,Eastern Towhee,Colin Sumrall,3/3/2016
25650891,39.7490245,-75.8412462,ML,Eastern Towhee,Brian Henderson,3/10/2016
25740471,36.449966,-79.806103,ML,Eastern Towhee,Martin Wall,3/14/2016
26470361,35.8856064,-84.1208394,ML,Eastern Towhee,Colin Sumrall,4/2/2016
26489311,35.71938,-78.85712,ML,Eastern Towhee,John Amoroso,4/2/2016
27008911,41.8547833,-71.1776575,ML,Eastern Towhee,Jonathan Eckerson,4/13/2016
27114161,27.8326657,-81.1449337,ML,Eastern Towhee,Paul Marvin,4/15/2016
27136401,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,4/16/2016
27427971,39.723871,-94.97843,ML,Eastern Towhee,Aaron Boone,4/21/2016
27541731,39.9591784,-75.4505553,ML,Eastern Towhee,David Eberly,4/24/2016
27605531,42.3315098,-77.0275179,ML,Eastern Towhee,Jay McGowan,4/24/2016
27641751,45.3902529,-76.068821,ML,Eastern Towhee,Giovanni   Pari,4/25/2016
27647341,42.2148515,-71.0751915,ML,Eastern Towhee,Evan Lipton,4/25/2016
27791211,39.9591784,-75.4505553,ML,Eastern Towhee,David Eberly,4/28/2016
28002811,28.6690476,-81.56128,ML,Eastern Towhee,Paul Marvin,4/30/2016
28151091,35.105192,-81.2694073,ML,Eastern Towhee,Steven Biggers,5/4/2016
28156231,42.6177757,-76.859328,ML,Eastern Towhee,Jay McGowan,4/30/2016
28236421,42.3483635,-76.1646831,ML,Eastern Towhee,David McCartt,5/6/2016
28314971,41.751,-71.031,ML,Eastern Towhee,Jonathan Eckerson,5/7/2016
28620131,36.0049121,-83.9397193,ML,Eastern Towhee,Colin Sumrall,5/12/2016
28628801,28.7696529,-80.7869339,ML,Eastern Towhee,Paul Marvin,5/11/2016
28854471,32.4387279,-94.5487475,ML,Eastern Towhee,LG Pr,5/14/2016
28883041,42.3101677,-76.5216895,ML,Eastern Towhee,Jay McGowan,5/14/2016
28893001,42.3187026,-76.4968742,ML,Eastern Towhee,Jay McGowan,5/14/2016
28970621,41.8621,-88.1725,ML,Eastern Towhee,Jon G.,5/17/2016
29014881,42.4804057,-76.4532351,ML,Eastern Towhee,Brad Walker,5/18/2016
29094661,38.2012946,-90.545454,ML,Eastern Towhee,Bill Michalski,5/19/2016
29153301,41.2132356,-89.3230426,ML,Eastern Towhee,Jon G.,5/19/2016
29831811,33.8885078,-84.4436652,ML,Eastern Towhee,Stephen McCullers,6/4/2016
30344151,44.083016,-89.8080182,ML,Eastern Towhee,Ross Gallardy,6/18/2016
30379671,43.0900206,-70.8441067,ML,Eastern Towhee,Brian Henderson,6/12/2016
30387681,28.6690476,-81.56128,ML,Eastern Towhee,Paul Marvin,6/19/2016
30507291,41.7385,-88.0777,ML,Eastern Towhee,Jon G.,6/23/2016
30569851,42.6707301,-75.9081296,ML,Eastern Towhee,Chris Wood,6/25/2016
30635691,43.1115449,-70.9300389,ML,Eastern Towhee,andrew aldrich,6/27/2016
30733481,40.2455002,-76.397059,ML,Eastern Towhee,Jared Evans,6/30/2016
30946321,42.3922593,-76.6636028,ML,Eastern Towhee,Jay McGowan,7/5/2016
31013661,31.11629,-81.4179,ML,Eastern Towhee,Paul Marvin,7/5/2016
31159391,28.6628762,-80.7234192,ML,Eastern Towhee,Paul Marvin,7/11/2016
31407731,41.4990237,-75.5396694,ML,Eastern Towhee,Patrick J. Blake,7/19/2016
31420291,28.694804,-80.7158715,ML,Eastern Towhee,Paul Marvin,7/19/2016
31526001,40.1994676,-75.4040945,ML,Eastern Towhee,Brian Henderson,6/1/2016
31554021,35.5534961,-84.8093619,ML,Eastern Towhee,Stephen McCullers,7/3/2016
31567431,45.0884902,-74.2163372,ML,Eastern Towhee,Pierre Bergeron,7/23/2016
31962941,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,8/3/2016
32462201,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,8/13/2016
33079581,28.4206885,-82.6565642,ML,Eastern Towhee,Bill Pranty,8/21/2016
33140071,28.7696529,-80.7869339,ML,Eastern Towhee,Paul Marvin,8/22/2016
33234981,42.9837733,-91.126442,ML,Eastern Towhee,Evan Griffis,7/22/2016
34906211,43.822582,-73.12099,ML,Eastern Towhee,Roy Pilcher,7/12/2016
39891841,42.3635938,-76.6905195,ML,Eastern Towhee,Gregory Budney,5/1/1982
41403511,31.1140451,-81.4104939,ML,Eastern Towhee,Dennis Mersky,4/29/2016
46137941,27.6601298,-81.2749457,ML,Eastern Towhee,Patrick J. Blake,1/21/2017
47705661,39.7083682,-75.8429613,ML,Eastern Towhee,Brian Henderson,5/2/2015
50684571,35.7096008,-82.6052141,ML,Eastern Towhee,Steve Semanchuk,3/10/2017
50806811,29.6068756,-82.3031116,ML,Eastern Towhee,Jeff Graham,3/11/2017
51553051,35.9472,-83.6897,ML,Eastern Towhee,Colin Sumrall,3/18/2017
52506381,38.0545337,-91.2198482,ML,Eastern Towhee,Jack and Shirley Foreman,3/26/2017
52507781,35.8971717,-78.6593246,ML,Eastern Towhee,LynnErla Beegle,3/27/2017
52756201,41.0671866,-81.3077545,ML,Eastern Towhee,Dennis Mersky,3/29/2017
53207351,31.9374729,-92.7049863,ML,Eastern Towhee,Steve Pagans,4/2/2017
53512621,35.8783816,-81.9901903,ML,Eastern Towhee,Al Hooks,4/5/2017
53774211,41.2120444,-81.5452158,ML,Eastern Towhee,Brian Tinker,4/8/2017
53780081,39.9384351,-86.0352445,ML,Eastern Towhee,Nick Kiehl,4/8/2017
53833551,40.8009657,-77.9429744,ML,Eastern Towhee,Joe Verica,4/8/2017
53888651,42.5951833,-85.4170597,ML,Eastern Towhee,Douglas Klein,4/9/2017
54038881,40.8246705,-77.9040303,ML,Eastern Towhee,Julia Plummer,4/10/2017
54283841,41.6305844,-88.3494759,ML,Eastern Towhee,Charles Shields,4/12/2017
54388291,43.3940482,-70.6263399,ML,Eastern Towhee,Josh Fecteau,4/13/2017
54684211,39.5451048,-82.2680819,ML,Eastern Towhee,Jeffrey Roth,4/15/2017
54806471,44.1623793,-88.6984152,ML,Eastern Towhee,Mark  Benson,4/17/2017
54929411,33.4687546,-84.6022783,ML,Eastern Towhee,Josiah Huff,4/18/2017
55061441,43.028053,-89.832572,ML,Eastern Towhee,Mike Bailey,4/19/2017
55217421,33.4687546,-84.6022783,ML,Eastern Towhee,Josiah Huff,4/21/2017
55227431,43.4630313,-65.5775154,ML,Eastern Towhee,Mark Dennis,4/21/2017
55323091,40.2291527,-85.45578,ML,Eastern Towhee,Garrett MacDonald,3/21/2017
55347561,42.9493552,-81.3958168,ML,Eastern Towhee,Mhairi McFarlane,4/22/2017
55477391,41.8487291,-71.1893785,ML,Eastern Towhee,Andy Eckerson,4/23/2017
55775721,38.5897049,-82.2615695,ML,Eastern Towhee,Tom Benson,4/20/2017
55938881,39.9591784,-75.4505553,ML,Eastern Towhee,David Eberly,4/23/2017
